trade_type,acct_num,sec_symbol,trade_date,trade_lot,transaction_id
SELL,CO-37971,INTC,2019-11-05,80000,02314709
BUY,CO-37971,NKE,2017-04-18,30000,02271919
SELL,CO-37971,NKE,2019-06-21,30000,02271919
BUY,CO-37971,AMD,2017-03-17,70000,09014936
SELL,CO-37971,AMD,2019-02-14,70000,09014936
BUY,CO-37971,MSFT,2017-05-25,50000,01981911
SELL,CO-37971,MSFT,2019-10-04,50000,01981911
BUY,CO-37971,UA,2017-08-04,70000,01027094
SELL,CO-37971,UA,2020-02-21,70000,01027094
BUY,CO-37971,COF,2017-07-06,70000,06207535
SELL,CO-37971,COF,2020-07-07,70000,06207535
BUY,CO-37971,CMG,2017-05-17,40000,06858779
SELL,CO-37971,CMG,2019-03-19,40000,06858779
BUY,CO-37971,DIS,2017-06-19,80000,02910507
SELL,CO-37971,DIS,2019-03-12,80000,02910507
BUY,CO-37971,COF,2017-07-19,20000,04528553
SELL,CO-37971,COF,2019-10-04,20000,04528553
BUY,CO-37971,COF,2017-10-11,40000,02389189
SELL,CO-37971,COF,2020-05-28,40000,02389189
BUY,CO-37971,DIS,2017-08-25,20000,08252396
SELL,CO-37971,DIS,2020-10-05,20000,08252396
BUY,CO-37971,SQ,2017-04-19,80000,08052639
SELL,CO-37971,SQ,2020-01-17,80000,08052639
BUY,CO-37971,AMD,2017-10-02,90000,07526302
SELL,CO-37971,AMD,2020-05-13,90000,07526302
BUY,CO-37971,AMD,2017-09-06,20000,04085791
SELL,CO-37971,AMD,2020-06-04,20000,04085791
BUY,CO-37971,UA,2017-08-09,90000,02960292
SELL,CO-37971,UA,2020-03-16,90000,02960292
BUY,CO-37971,NKE,2017-09-21,50000,03868739
SELL,CO-37971,NKE,2019-10-24,50000,03868739
BUY,CO-37971,AMD,2017-07-17,80000,02880496
SELL,CO-37971,AMD,2020-07-08,80000,02880496
BUY,CO-37971,CMG,2017-09-18,80000,04800048
SELL,CO-37971,CMG,2020-04-21,80000,04800048
BUY,CO-37971,MSFT,2017-07-28,50000,08577178
SELL,CO-37971,MSFT,2019-10-23,50000,08577178
BUY,CO-37971,NKE,2017-01-31,20000,07140353
SELL,CO-37971,NKE,2018-12-18,20000,07140353
BUY,CO-37971,COF,2017-10-18,60000,08414851
SELL,CO-37971,COF,2020-04-14,60000,08414851
BUY,CO-37971,NKE,2017-02-02,90000,07571232
SELL,CO-37971,NKE,2019-03-01,90000,07571232
BUY,CO-37971,CMG,2017-03-30,60000,05012436
SELL,CO-37971,CMG,2019-10-28,60000,05012436
BUY,CO-37971,SQ,2017-08-07,40000,04065917
SELL,CO-37971,SQ,2019-07-19,40000,04065917
BUY,CO-37971,SQ,2017-04-26,10000,07472997
SELL,CO-37971,SQ,2020-02-11,10000,07472997
BUY,CO-37971,CRM,2017-03-09,10000,08500428
SELL,CO-37971,CRM,2019-12-20,10000,08500428
BUY,CO-37971,AMD,2017-05-10,40000,04838230
SELL,CO-37971,AMD,2018-12-13,40000,04838230
BUY,CO-37971,CRM,2017-04-18,80000,09754466
SELL,CO-37971,CRM,2019-02-28,80000,09754466
BUY,CO-37971,SQ,2017-02-03,50000,05643535
SELL,CO-37971,SQ,2019-12-02,50000,05643535
BUY,CO-37971,AMD,2017-08-28,90000,05780098
SELL,CO-37971,AMD,2020-02-12,90000,05780098
BUY,CO-37971,CRM,2017-03-15,20000,03142284
SELL,CO-37971,CRM,2020-02-21,20000,03142284
BUY,CO-37971,SQ,2017-08-08,60000,05602997
SELL,CO-37971,SQ,2020-07-29,60000,05602997
BUY,CO-37971,SQ,2017-02-10,20000,09280132
SELL,CO-37971,SQ,2018-09-18,20000,09280132
BUY,CO-37971,INTC,2017-02-02,50000,04889230
SELL,CO-37971,INTC,2020-02-06,50000,04889230
BUY,CO-37971,COF,2017-02-07,30000,08864293
SELL,CO-37971,COF,2019-09-12,30000,08864293
BUY,CO-37971,SQ,2017-04-28,30000,01739568
SELL,CO-37971,SQ,2020-01-10,30000,01739568
BUY,CO-37971,SQ,2017-02-10,60000,02377426
SELL,CO-37971,SQ,2018-12-26,60000,02377426
BUY,CO-37971,UA,2017-06-28,90000,02650120
SELL,CO-37971,UA,2019-07-11,90000,02650120
BUY,CO-37971,AMD,2017-09-14,90000,08990859
SELL,CO-37971,AMD,2019-08-06,90000,08990859
BUY,CO-37971,SQ,2017-03-10,90000,09049399
SELL,CO-37971,SQ,2020-03-05,90000,09049399
BUY,CO-37971,NKE,2017-10-16,50000,05114058
SELL,CO-37971,NKE,2020-03-10,50000,05114058
BUY,CO-37971,NKE,2017-07-25,80000,06273084
SELL,CO-37971,NKE,2020-05-06,80000,06273084
BUY,CO-37971,SQ,2017-09-26,80000,02957832
SELL,CO-37971,SQ,2020-05-15,80000,02957832
BUY,CO-37971,CMG,2017-10-06,20000,01985831
SELL,CO-37971,CMG,2020-05-04,20000,01985831
BUY,CO-37971,AMD,2017-03-08,60000,05644283
SELL,CO-37971,AMD,2019-04-05,60000,05644283
BUY,CO-37971,NKE,2017-07-06,90000,08416337
SELL,CO-37971,NKE,2020-03-11,90000,08416337
BUY,CO-37971,NKE,2017-07-27,40000,05968011
SELL,CO-37971,NKE,2019-06-14,40000,05968011
BUY,CO-37971,UA,2017-08-30,20000,08647796
SELL,CO-37971,UA,2020-10-22,20000,08647796
BUY,CO-37971,CMG,2017-02-01,60000,08424449
SELL,CO-37971,CMG,2019-12-13,60000,08424449
BUY,CO-37971,INTC,2017-05-26,70000,05307153
SELL,CO-37971,INTC,2019-03-06,70000,05307153
BUY,CO-37971,CMG,2017-05-03,80000,09339714
SELL,CO-37971,CMG,2020-03-10,80000,09339714
BUY,CO-37971,UA,2017-06-26,10000,01273686
SELL,CO-37971,UA,2019-11-06,10000,01273686
BUY,CO-37971,COF,2017-03-15,10000,08132268
SELL,CO-37971,COF,2019-03-25,10000,08132268
BUY,CO-37971,MSFT,2017-05-09,50000,07461020
SELL,CO-37971,MSFT,2019-06-21,50000,07461020
BUY,CO-37971,UA,2017-02-08,90000,04403187
SELL,CO-37971,UA,2019-11-07,90000,04403187
BUY,CO-37971,CMG,2017-06-23,10000,09835717
SELL,CO-37971,CMG,2019-12-20,10000,09835717
BUY,CO-37971,INTC,2017-08-14,20000,01500006
SELL,CO-37971,INTC,2019-05-01,20000,01500006
BUY,CO-37971,SQ,2017-07-26,30000,09795979
SELL,CO-37971,SQ,2019-04-04,30000,09795979
BUY,CO-37971,SQ,2017-08-31,10000,07303709
SELL,CO-37971,SQ,2020-06-16,10000,07303709
BUY,CO-37971,INTC,2017-01-17,90000,02046425
SELL,CO-37971,INTC,2018-11-08,90000,02046425
BUY,CO-37971,SQ,2017-04-27,90000,04045485
SELL,CO-37971,SQ,2019-03-28,90000,04045485
BUY,CO-37971,SQ,2017-01-03,50000,05419027
SELL,CO-37971,SQ,2019-06-20,50000,05419027
BUY,CO-37971,MSFT,2017-07-28,50000,06135500
SELL,CO-37971,MSFT,2019-10-15,50000,06135500
BUY,CO-37971,COF,2017-03-31,80000,05410653
SELL,CO-37971,COF,2019-12-09,80000,05410653
BUY,CO-37971,SQ,2017-04-17,30000,05545354
SELL,CO-37971,SQ,2019-11-05,30000,05545354
BUY,CO-37971,MSFT,2017-06-01,70000,07426693
SELL,CO-37971,MSFT,2019-03-21,70000,07426693
BUY,CO-37971,DIS,2017-03-27,30000,01082484
SELL,CO-37971,DIS,2018-11-30,30000,01082484
BUY,CO-37971,NKE,2017-01-04,80000,03662762
SELL,CO-37971,NKE,2019-08-21,80000,03662762
BUY,CO-37971,AMD,2017-01-05,80000,03953042
SELL,CO-37971,AMD,2019-07-30,80000,03953042
BUY,CO-37971,UA,2017-05-12,80000,07085495
SELL,CO-37971,UA,2019-05-15,80000,07085495
BUY,CO-37971,INTC,2017-01-13,60000,03255154
SELL,CO-37971,INTC,2019-12-31,60000,03255154
BUY,CO-37971,INTC,2017-04-25,60000,01760571
SELL,CO-37971,INTC,2019-11-06,60000,01760571
BUY,CO-37971,SQ,2017-01-10,40000,06899022
SELL,CO-37971,SQ,2019-09-24,40000,06899022
BUY,CO-37971,MSFT,2017-04-28,30000,06308989
SELL,CO-37971,MSFT,2019-12-09,30000,06308989
BUY,CO-37971,COF,2017-09-13,30000,03602611
SELL,CO-37971,COF,2019-04-17,30000,03602611
BUY,CO-37971,SQ,2017-10-12,40000,02342615
SELL,CO-37971,SQ,2020-01-16,40000,02342615
BUY,CO-37971,SQ,2017-08-22,70000,08356017
SELL,CO-37971,SQ,2020-02-03,70000,08356017
BUY,CO-37971,NKE,2017-04-11,20000,01431302
SELL,CO-37971,NKE,2020-04-14,20000,01431302
BUY,CO-37971,AMD,2017-04-24,40000,03866306
SELL,CO-37971,AMD,2020-05-20,40000,03866306
BUY,CO-37971,COF,2017-03-02,50000,01919529
SELL,CO-37971,COF,2019-07-30,50000,01919529
BUY,CO-37971,CMG,2017-10-17,20000,07753722
SELL,CO-37971,CMG,2020-10-22,20000,07753722
BUY,CO-37971,CRM,2017-04-17,10000,08824646
SELL,CO-37971,CRM,2020-01-27,10000,08824646
BUY,CO-37971,INTC,2017-03-17,80000,03565288
SELL,CO-37971,INTC,2020-05-20,80000,03565288
BUY,CO-37971,UA,2017-05-01,20000,09178627
SELL,CO-37971,UA,2018-11-29,20000,09178627
BUY,CO-37971,DIS,2017-01-19,90000,06487565
SELL,CO-37971,DIS,2018-08-27,90000,06487565
BUY,CO-37971,NKE,2017-03-15,60000,01233178
SELL,CO-37971,NKE,2019-10-01,60000,01233178
BUY,CO-37971,CRM,2017-01-03,40000,05697517
SELL,CO-37971,CRM,2020-02-05,40000,05697517
BUY,CO-37971,INTC,2017-10-09,30000,06535836
SELL,CO-37971,INTC,2020-05-19,30000,06535836
BUY,CO-37971,INTC,2017-03-30,40000,02126928
SELL,CO-37971,INTC,2019-07-24,40000,02126928
BUY,CO-37971,SQ,2017-10-18,70000,02549784
SELL,CO-37971,SQ,2020-09-22,70000,02549784
BUY,CO-37971,SQ,2017-08-14,20000,04367305
SELL,CO-37971,SQ,2019-10-21,20000,04367305
BUY,CO-37971,UA,2017-03-21,90000,04201548
SELL,CO-37971,UA,2019-05-16,90000,04201548
BUY,CO-37971,CMG,2017-09-19,10000,04519067
SELL,CO-37971,CMG,2020-08-26,10000,04519067
BUY,CO-37971,MSFT,2017-04-27,90000,06101752
SELL,CO-37971,MSFT,2019-11-18,90000,06101752
BUY,CO-37971,INTC,2017-01-26,20000,09710882
SELL,CO-37971,INTC,2018-12-14,20000,09710882
BUY,CO-37971,DIS,2017-03-09,90000,06283312
SELL,CO-37971,DIS,2018-11-26,90000,06283312
BUY,CO-37971,CRM,2017-02-21,40000,01426495
SELL,CO-37971,CRM,2018-10-09,40000,01426495
BUY,CO-37971,SQ,2017-01-10,90000,02028303
SELL,CO-37971,SQ,2019-07-19,90000,02028303
BUY,CO-37971,SQ,2017-08-01,30000,09856342
SELL,CO-37971,SQ,2020-02-25,30000,09856342
BUY,CO-37971,COF,2017-09-12,50000,06358615
SELL,CO-37971,COF,2019-11-08,50000,06358615
BUY,CO-37971,COF,2017-03-02,80000,08451662
SELL,CO-37971,COF,2018-12-12,80000,08451662
BUY,CO-37971,AMD,2017-02-23,70000,09017859
SELL,CO-37971,AMD,2019-08-14,70000,09017859
BUY,CO-37971,DIS,2017-09-25,10000,09755867
SELL,CO-37971,DIS,2019-10-14,10000,09755867
BUY,CO-37971,DIS,2017-08-11,20000,02855806
SELL,CO-37971,DIS,2019-08-22,20000,02855806
BUY,CO-37971,DIS,2017-08-07,10000,07709514
SELL,CO-37971,DIS,2020-01-28,10000,07709514
BUY,CO-37971,DIS,2017-02-24,50000,07435531
SELL,CO-37971,DIS,2019-07-23,50000,07435531
BUY,CO-37971,NKE,2017-02-07,80000,07163879
SELL,CO-37971,NKE,2019-11-06,80000,07163879
BUY,CO-37971,NKE,2017-06-08,60000,02830902
SELL,CO-37971,NKE,2020-05-22,60000,02830902
BUY,CO-37971,CRM,2017-04-24,20000,01128060
SELL,CO-37971,CRM,2019-04-16,20000,01128060
BUY,CO-37971,SQ,2017-08-02,40000,09235181
SELL,CO-37971,SQ,2019-08-21,40000,09235181
BUY,CO-37971,MSFT,2017-06-01,50000,08963403
SELL,CO-37971,MSFT,2019-12-26,50000,08963403
BUY,CO-37971,COF,2017-08-17,20000,04401796
SELL,CO-37971,COF,2020-09-29,20000,04401796
BUY,CO-37971,NKE,2017-01-30,10000,02355406
SELL,CO-37971,NKE,2020-03-23,10000,02355406
BUY,CO-37971,MSFT,2017-05-08,10000,06607204
SELL,CO-37971,MSFT,2020-03-02,10000,06607204
BUY,CO-37971,MSFT,2017-05-16,60000,01729941
SELL,CO-37971,MSFT,2019-09-25,60000,01729941
BUY,CO-37971,AMD,2017-04-21,20000,07846425
SELL,CO-37971,AMD,2020-03-25,20000,07846425
BUY,CO-37971,SQ,2017-03-13,70000,01161451
SELL,CO-37971,SQ,2018-10-26,70000,01161451
BUY,CO-37971,SQ,2017-07-31,20000,03999544
SELL,CO-37971,SQ,2019-09-18,20000,03999544
BUY,CO-37971,SQ,2017-05-09,50000,02847793
SELL,CO-37971,SQ,2019-03-27,50000,02847793
BUY,CO-37971,CMG,2017-06-07,10000,03748315
SELL,CO-37971,CMG,2019-11-04,10000,03748315
BUY,CO-37971,NKE,2017-06-23,90000,06701175
SELL,CO-37971,NKE,2019-05-13,90000,06701175
BUY,CO-37971,MSFT,2017-04-18,80000,06682540
SELL,CO-37971,MSFT,2020-01-02,80000,06682540
BUY,CO-37971,CRM,2017-04-20,60000,07272779
SELL,CO-37971,CRM,2019-11-08,60000,07272779
BUY,CO-37971,CMG,2017-01-31,80000,07545605
SELL,CO-37971,CMG,2018-10-19,80000,07545605
BUY,CO-37971,MSFT,2017-05-04,80000,02536926
SELL,CO-37971,MSFT,2020-04-16,80000,02536926
BUY,CO-37971,CRM,2017-08-07,30000,01483101
SELL,CO-37971,CRM,2019-05-20,30000,01483101
BUY,CO-37971,COF,2017-06-09,70000,01105750
SELL,CO-37971,COF,2020-07-24,70000,01105750
BUY,CO-37971,MSFT,2017-02-06,20000,03442030
SELL,CO-37971,MSFT,2019-05-16,20000,03442030
BUY,CO-37971,UA,2017-02-24,20000,06663423
SELL,CO-37971,UA,2019-03-04,20000,06663423
BUY,CO-37971,COF,2017-04-11,20000,06590713
SELL,CO-37971,COF,2019-08-26,20000,06590713
BUY,CO-37971,DIS,2017-01-13,20000,05541811
SELL,CO-37971,DIS,2019-01-08,20000,05541811
BUY,CO-37971,DIS,2017-06-21,60000,09784022
SELL,CO-37971,DIS,2020-08-12,60000,09784022
BUY,CO-37971,NKE,2017-02-15,50000,06695148
SELL,CO-37971,NKE,2018-12-17,50000,06695148
BUY,CO-37971,CMG,2017-07-19,50000,03660093
SELL,CO-37971,CMG,2020-02-07,50000,03660093
BUY,CO-37971,NKE,2017-07-14,50000,06529893
SELL,CO-37971,NKE,2019-06-26,50000,06529893
BUY,CO-37971,COF,2017-01-04,40000,02733400
SELL,CO-37971,COF,2020-01-27,40000,02733400
BUY,CO-37971,COF,2017-08-23,40000,04911003
SELL,CO-37971,COF,2019-10-18,40000,04911003
BUY,CO-37971,COF,2017-02-17,70000,02121792
SELL,CO-37971,COF,2020-04-03,70000,02121792
BUY,CO-37971,MSFT,2017-07-12,30000,08094294
SELL,CO-37971,MSFT,2020-02-27,30000,08094294
BUY,CO-37971,DIS,2017-02-21,20000,01972344
SELL,CO-37971,DIS,2019-01-02,20000,01972344
BUY,CO-37971,MSFT,2017-09-25,20000,07437638
SELL,CO-37971,MSFT,2020-05-14,20000,07437638
BUY,CO-37971,COF,2017-03-03,40000,07358957
SELL,CO-37971,COF,2019-12-16,40000,07358957
BUY,CO-37971,DIS,2017-02-01,70000,02018887
SELL,CO-37971,DIS,2019-08-19,70000,02018887
BUY,CO-37971,MSFT,2017-04-06,10000,05892426
SELL,CO-37971,MSFT,2020-01-24,10000,05892426
BUY,CO-37971,COF,2017-07-17,30000,05989267
SELL,CO-37971,COF,2019-11-12,30000,05989267
BUY,CO-37971,INTC,2017-07-13,80000,09966848
SELL,CO-37971,INTC,2020-01-15,80000,09966848
BUY,CO-37971,CRM,2017-08-16,40000,07994491
SELL,CO-37971,CRM,2020-05-29,40000,07994491
BUY,CO-37971,COF,2017-03-07,60000,05821869
SELL,CO-37971,COF,2019-05-21,60000,05821869
BUY,CO-37971,CRM,2017-09-20,10000,04409021
SELL,CO-37971,CRM,2020-06-26,10000,04409021
BUY,CO-37971,AMD,2017-10-05,40000,06073014
SELL,CO-37971,AMD,2020-01-09,40000,06073014
BUY,CO-37971,SQ,2017-03-15,40000,09314873
SELL,CO-37971,SQ,2019-03-22,40000,09314873
BUY,CO-37971,MSFT,2017-03-01,50000,09679687
SELL,CO-37971,MSFT,2019-01-15,50000,09679687
BUY,CO-37971,SQ,2017-08-17,10000,01854818
SELL,CO-37971,SQ,2020-05-21,10000,01854818
BUY,CO-37971,MSFT,2017-10-11,20000,03356939
SELL,CO-37971,MSFT,2020-10-12,20000,03356939
BUY,CO-37971,CRM,2017-09-01,20000,01794981
SELL,CO-37971,CRM,2019-07-11,20000,01794981
BUY,CO-37971,CRM,2017-02-16,90000,08994661
SELL,CO-37971,CRM,2019-03-15,90000,08994661
BUY,CO-37971,COF,2017-06-13,60000,08664808
SELL,CO-37971,COF,2019-07-09,60000,08664808
BUY,CO-37971,CMG,2017-06-12,60000,09626566
SELL,CO-37971,CMG,2020-08-03,60000,09626566
BUY,CO-37971,MSFT,2017-03-02,40000,03973349
SELL,CO-37971,MSFT,2019-09-04,40000,03973349
BUY,CO-37971,NKE,2017-04-06,70000,02112390
SELL,CO-37971,NKE,2019-03-29,70000,02112390
BUY,CO-37971,INTC,2017-08-18,80000,06875552
SELL,CO-37971,INTC,2019-10-04,80000,06875552
BUY,CO-37971,COF,2017-04-03,60000,05142887
SELL,CO-37971,COF,2020-01-27,60000,05142887
BUY,CO-37971,DIS,2017-03-07,40000,01817202
SELL,CO-37971,DIS,2019-04-18,40000,01817202
BUY,CO-37971,CRM,2017-08-15,40000,04002872
SELL,CO-37971,CRM,2019-05-17,40000,04002872
BUY,CO-37971,CMG,2017-04-07,60000,06224147
SELL,CO-37971,CMG,2019-08-09,60000,06224147
BUY,CO-37971,CMG,2017-03-29,60000,04952719
SELL,CO-37971,CMG,2019-07-15,60000,04952719
BUY,CO-37971,INTC,2017-08-30,90000,04851967
SELL,CO-37971,INTC,2019-10-14,90000,04851967
BUY,CO-37971,SQ,2017-07-05,60000,03641357
SELL,CO-37971,SQ,2019-10-11,60000,03641357
BUY,CO-37971,AMD,2017-01-23,40000,05211279
SELL,CO-37971,AMD,2019-12-09,40000,05211279
BUY,CO-37971,COF,2017-01-06,10000,05675327
SELL,CO-37971,COF,2018-12-14,10000,05675327
BUY,CO-37971,CRM,2017-02-14,80000,02858638
SELL,CO-37971,CRM,2020-03-25,80000,02858638
BUY,CO-37971,INTC,2017-08-21,70000,08916693
SELL,CO-37971,INTC,2019-12-05,70000,08916693
BUY,CO-37971,CMG,2017-05-10,40000,05458732
SELL,CO-37971,CMG,2019-06-14,40000,05458732
BUY,CO-37971,INTC,2017-10-11,20000,08969352
SELL,CO-37971,INTC,2020-07-22,20000,08969352
BUY,CO-37971,UA,2017-04-19,10000,06544050
SELL,CO-37971,UA,2020-06-15,10000,06544050
BUY,CO-37971,SQ,2017-01-31,90000,08995815
SELL,CO-37971,SQ,2018-09-17,90000,08995815
BUY,CO-37971,COF,2017-04-24,80000,03362947
SELL,CO-37971,COF,2020-05-13,80000,03362947
BUY,CO-37971,INTC,2017-01-10,90000,06767542
SELL,CO-37971,INTC,2019-10-07,90000,06767542
BUY,CO-37971,CRM,2017-05-22,70000,08574099
SELL,CO-37971,CRM,2019-03-07,70000,08574099
BUY,CO-37971,AMD,2017-08-23,70000,01905116
SELL,CO-37971,AMD,2019-10-15,70000,01905116
BUY,CO-37971,SQ,2017-08-25,50000,01950878
SELL,CO-37971,SQ,2020-02-28,50000,01950878
BUY,CO-37971,AMD,2017-07-14,50000,08168348
SELL,CO-37971,AMD,2020-07-07,50000,08168348
BUY,CO-37971,CRM,2017-03-06,80000,03846318
SELL,CO-37971,CRM,2020-03-10,80000,03846318
BUY,CO-37971,SQ,2017-05-22,70000,01016952
SELL,CO-37971,SQ,2020-05-08,70000,01016952
BUY,CO-37971,COF,2017-05-19,30000,08600804
SELL,CO-37971,COF,2019-05-31,30000,08600804
BUY,CO-37971,AMD,2017-03-30,90000,01345759
SELL,CO-37971,AMD,2020-05-11,90000,01345759
BUY,CO-37971,AMD,2017-04-05,30000,05154624
SELL,CO-37971,AMD,2019-12-16,30000,05154624
BUY,CO-37971,AMD,2017-07-18,70000,07867384
SELL,CO-37971,AMD,2019-11-04,70000,07867384
BUY,CO-37971,INTC,2017-03-16,70000,02583480
SELL,CO-37971,INTC,2020-04-17,70000,02583480
BUY,CO-37971,CMG,2017-04-18,40000,05842514
SELL,CO-37971,CMG,2020-04-21,40000,05842514
BUY,CO-37971,AMD,2017-03-16,50000,08410055
SELL,CO-37971,AMD,2019-07-01,50000,08410055
BUY,CO-37971,UA,2017-09-20,10000,01674755
SELL,CO-37971,UA,2020-10-23,10000,01674755
BUY,CO-37971,MSFT,2017-01-06,40000,03919389
SELL,CO-37971,MSFT,2019-12-31,40000,03919389
BUY,CO-37971,CRM,2017-06-07,60000,01062372
SELL,CO-37971,CRM,2019-01-31,60000,01062372
BUY,CO-37971,NKE,2017-03-14,80000,01539175
SELL,CO-37971,NKE,2019-04-16,80000,01539175
BUY,CO-37971,DIS,2017-07-18,10000,02719642
SELL,CO-37971,DIS,2019-07-11,10000,02719642
BUY,CO-37971,AMD,2017-09-20,50000,03998277
SELL,CO-37971,AMD,2019-06-21,50000,03998277
BUY,CO-37971,SQ,2017-06-28,20000,09863723
SELL,CO-37971,SQ,2020-02-28,20000,09863723
BUY,CO-37971,UA,2017-02-01,90000,03374510
SELL,CO-37971,UA,2019-03-12,90000,03374510
BUY,CO-37971,MSFT,2017-03-03,70000,01588443
SELL,CO-37971,MSFT,2020-04-16,70000,01588443
BUY,CO-37971,SQ,2017-09-22,80000,04565193
SELL,CO-37971,SQ,2020-05-05,80000,04565193
BUY,CO-37971,COF,2017-05-15,10000,05888970
SELL,CO-37971,COF,2018-12-21,10000,05888970
BUY,CO-37971,CMG,2017-03-13,50000,02440421
SELL,CO-37971,CMG,2019-01-15,50000,02440421
BUY,CO-37971,CRM,2017-04-07,50000,04864851
SELL,CO-37971,CRM,2019-03-19,50000,04864851
BUY,CO-37971,COF,2017-08-28,80000,03479821
SELL,CO-37971,COF,2020-03-03,80000,03479821
BUY,CO-37971,AMD,2017-10-12,60000,03718110
SELL,CO-37971,AMD,2020-05-13,60000,03718110
BUY,CO-37971,CRM,2017-06-08,90000,03376877
SELL,CO-37971,CRM,2020-06-10,90000,03376877
BUY,CO-37971,NKE,2017-03-14,30000,01559114
SELL,CO-37971,NKE,2019-04-25,30000,01559114
BUY,CO-37971,CMG,2017-08-25,80000,04659610
SELL,CO-37971,CMG,2019-09-19,80000,04659610
BUY,CO-37971,SQ,2017-05-17,40000,09905344
SELL,CO-37971,SQ,2020-01-17,40000,09905344
BUY,CO-37971,AMD,2017-02-03,10000,01696164
SELL,CO-37971,AMD,2018-11-20,10000,01696164
BUY,CO-37971,MSFT,2017-01-10,50000,04142531
SELL,CO-37971,MSFT,2018-11-07,50000,04142531
BUY,CO-37971,SQ,2017-09-08,10000,09223776
SELL,CO-37971,SQ,2020-07-07,10000,09223776
BUY,CO-37971,SQ,2017-07-05,70000,08534342
SELL,CO-37971,SQ,2019-09-23,70000,08534342
BUY,CO-37971,AMD,2017-06-14,10000,08585664
SELL,CO-37971,AMD,2020-08-13,10000,08585664
BUY,CO-37971,INTC,2017-08-30,30000,01419821
SELL,CO-37971,INTC,2019-07-15,30000,01419821
BUY,CO-37971,SQ,2017-03-08,90000,01563808
SELL,CO-37971,SQ,2019-02-12,90000,01563808
BUY,CO-37971,COF,2017-08-31,80000,06141563
SELL,CO-37971,COF,2019-10-24,80000,06141563
BUY,CO-37971,DIS,2017-08-09,30000,09368347
SELL,CO-37971,DIS,2019-06-14,30000,09368347
BUY,CO-37971,NKE,2017-01-05,30000,03272405
SELL,CO-37971,NKE,2019-02-25,30000,03272405
BUY,CO-37971,MSFT,2017-10-18,50000,03080719
SELL,CO-37971,MSFT,2019-06-14,50000,03080719
BUY,CO-37971,NKE,2017-06-09,40000,09382262
SELL,CO-37971,NKE,2019-11-26,40000,09382262
BUY,CO-37971,COF,2017-04-06,70000,08593883
SELL,CO-37971,COF,2019-05-07,70000,08593883
BUY,CO-37971,CRM,2017-09-14,40000,08492604
SELL,CO-37971,CRM,2019-07-10,40000,08492604
BUY,CO-37971,MSFT,2017-04-26,20000,02068753
SELL,CO-37971,MSFT,2020-05-19,20000,02068753
BUY,CO-37971,MSFT,2017-02-15,60000,02871753
SELL,CO-37971,MSFT,2019-08-06,60000,02871753
BUY,CO-37971,INTC,2017-05-10,70000,07660774
SELL,CO-37971,INTC,2019-11-21,70000,07660774
BUY,CO-37971,MSFT,2017-04-12,60000,08703396
SELL,CO-37971,MSFT,2019-01-09,60000,08703396
BUY,CO-37971,COF,2017-04-12,70000,02453740
SELL,CO-37971,COF,2019-03-06,70000,02453740
BUY,CO-37971,CMG,2017-05-18,80000,07260852
SELL,CO-37971,CMG,2020-04-16,80000,07260852
BUY,CO-37971,DIS,2017-03-15,50000,09895515
SELL,CO-37971,DIS,2019-06-28,50000,09895515
BUY,CO-37971,UA,2017-05-01,50000,01661379
SELL,CO-37971,UA,2020-05-29,50000,01661379
BUY,CO-37971,INTC,2017-02-22,60000,04270669
SELL,CO-37971,INTC,2019-10-31,60000,04270669
BUY,CO-37971,CRM,2017-09-18,10000,05109015
SELL,CO-37971,CRM,2020-03-13,10000,05109015
BUY,CO-37971,CRM,2017-10-03,50000,05543372
SELL,CO-37971,CRM,2020-10-29,50000,05543372
BUY,CO-37971,MSFT,2017-04-11,60000,07983591
SELL,CO-37971,MSFT,2019-10-07,60000,07983591
BUY,CO-37971,NKE,2017-07-12,20000,08401829
SELL,CO-37971,NKE,2020-05-27,20000,08401829
BUY,CO-37971,NKE,2017-02-07,60000,09311688
SELL,CO-37971,NKE,2019-08-22,60000,09311688
BUY,CO-37971,NKE,2017-10-05,50000,09483350
SELL,CO-37971,NKE,2019-09-27,50000,09483350
BUY,CO-37971,DIS,2017-04-03,30000,06447241
SELL,CO-37971,DIS,2020-02-11,30000,06447241
BUY,CO-37971,DIS,2017-03-14,50000,07365964
SELL,CO-37971,DIS,2019-06-24,50000,07365964
BUY,CO-37971,COF,2017-03-22,30000,05810088
SELL,CO-37971,COF,2019-06-27,30000,05810088
BUY,CO-37971,UA,2017-02-17,40000,04175025
SELL,CO-37971,UA,2019-06-03,40000,04175025
BUY,CO-37971,SQ,2017-10-09,70000,03656758
SELL,CO-37971,SQ,2019-10-14,70000,03656758
BUY,CO-37971,SQ,2017-03-20,80000,09314334
SELL,CO-37971,SQ,2020-02-04,80000,09314334
BUY,CO-37971,AMD,2017-02-14,30000,03072052
SELL,CO-37971,AMD,2019-05-21,30000,03072052
BUY,CO-37971,CRM,2017-05-15,50000,07411742
SELL,CO-37971,CRM,2020-05-28,50000,07411742
BUY,CO-37971,SQ,2017-09-14,10000,02906800
SELL,CO-37971,SQ,2019-05-31,10000,02906800
BUY,CO-37971,CRM,2017-02-03,40000,03312733
SELL,CO-37971,CRM,2019-10-25,40000,03312733
BUY,CO-37971,NKE,2017-01-09,60000,09198191
SELL,CO-37971,NKE,2018-10-22,60000,09198191
BUY,CO-37971,NKE,2017-04-18,10000,08134983
